GLDesc,Asin,UPC,ItemDesc,Units,Total Price
gl_pc,B09MSDJGVJ,718037891026,"Western Digital 20TB WD Gold Enterprise Class SATA Internal Hard Drive HDD - 7200 RPM, SATA 6 Gb/s, 512 MB Cache, 3.5"" - WD201KRYZ",1, $ 530.00 
gl_pc,B08W8DGK3X,810012082099,"ZOTAC Gaming GeForce RTX 3060 Twin Edge OC 12GB GDDR6 192-bit 15 Gbps PCIE 4.0 Graphics Card, IceStorm 2.0 Cooling, Active Fan Control, Freeze Fan Stop ZT-A30600H-10M",1, $ 530.00 
gl_pc,B09972N6QJ,887276590790,"SAMSUNG Galaxy Tab S7 FE 12.4” 64GB WiFi Android Tablet w/ S Pen Included, Large Screen, Multi Device Connectivity, Long Lasting Battery, 2021, ‎SM-T733NZSAXAR, Mystic Silver",1, $ 529.99 
gl_pc,B0979Q7F69,195553097895,"ASUS ZenWiFi Whole-Home Tri-Band Mesh WiFi 6E System (ET8 2PK), Coverage up to 5,500 sq.ft & 6+Rooms, 6600Mbps, New 6GHz Band, AiMesh,Instant Guard",1, $ 529.99 
gl_pc,B09CBQYXLN,195553327350,"ASUS KO NVIDIA GeForce RTX 3060 Ti V2 OC Edition 8GB GDDR6 Gaming Graphics Card- PCIe 4.0, 8GB GDDR6 memory, LHR, HDMI 2.1, DisplayPort 1.4a, Axial-tech Fan Design, 0dB technology, Enduring capacitors",1, $ 529.99 
gl_pc,B0B94TKRVP,889523032336,"GIGABYTE M28U-AE Arm Edition 28"" 144Hz 2160P UHD KVM Gaming Monitor, 3840 x 2160 4k SS IPS Display, 1ms (GTG) Response Time, 94% DCI-P3, HDR Ready, FreeSync Premium Pro",1, $ 529.99 
gl_pc,B083JL8WCF,80101314343,"HP EliteDesk 800 G2 Mini Business Desktop PC Intel Quad-Core i7-6700T up to 3.1G,16GB DDR4,1000GB(1TB) SSD,VGA,DP Port,Windows 10 Professional 64 Bit-Multi-Language-English/Spanish (Renewed)",1, $ 529.86 
gl_wireless,B07HCT49JK,190198778024,"Apple iPhone XR, Fully Unlocked 6.1"", 64 GB - Black",1, $ 529.50 
gl_pc,B07GX59NY8,735858384001,"Intel NUC 8 Mainstream Kit (NUC8i5BEH) - Core i5, Tall, Add't Components Needed",1, $ 529.28 
gl_pc,B08LF1CWT2,810012081887,"ZOTAC GAMING GeForce RTX 3070 Twin Edge OC 8GB GDDR6 256-bit 14 Gbps PCIE 4.0 Gaming Graphics Card, IceStorm 2.0 Advanced Cooling, White LED Logo Lighting, ZT-A30700H-10P",1, $ 529.00 
gl_wireless,B09JFTT832,753575962807,"Apple iPhone 12 Mini, 64GB, White - Unlocked (Renewed Premium)",1, $ 529.00 
gl_wireless,B08BK7KWZD,753575952853,"Apple iPhone 11 Pro, 256GB, Space Gray - GSM Carriers (Renewed Premium)",1, $ 529.00 
gl_wireless,B08PZHYWJS,194252244944,"Apple AirPods Max Wireless Over-Ear Headphones. Active Noise Cancelling, Transparency Mode, Spatial Audio, Digital Crown for Volume Control. Bluetooth Headphones for iPhone - Space Gray",1, $ 529.00 
gl_wireless,B08BF4NMK7,753575951429,"Apple iPhone XS Max, 256GB, Gold - Unlocked (Renewed Premium)",1, $ 529.00 
gl_pc,B074KR484Y,,Taramps ProCharger 250A Power Supply 250 Amperes Battery Charger,1, $ 527.94 
gl_pc,B07CX171DG,889523012512,GIGABYTE GB-BRI5H-8250 (Ultra Compact Mini PC/Intel UHD Graphics 620/M.2 SSD Port/HDMI (2.0a)/Dual Array Microphone),1, $ 526.50 
gl_pc,B09VVGPM7H,196337711273,"HP Pavilion Desktop PC, 12th Gen Intel Core i3-12100, 8 GB RAM, 512 GB SSD, Windows 11 Home, Wi-Fi 6 & Bluetooth 5.2, 9 USB Ports, Wired Keyboard & Mouse Combo, Pre-Built PC Tower (TP01-3030, 2022)",1, $ 526.34 
gl_pc,B07JYF2394,811698030374,"SkyTech Archangel VR Ready Gaming Computer Desktop PC - Ryzen 2600, AMD RX 580 4GB, 8GB DDR4, 500G SSD, Wi-Fi, DVD ROM, Windows 10 Home 64-bit",1, $ 526.00 
gl_pc,B08BF65T6N,848604040738,"iBUYPOWER Pro Gaming PC Computer Desktop ARCB 108Av2 (AMD Ryzen 3 3100 3.6GHz, NVIDIA GT 710 1GB, 8GB DDR4 RAM, 1TB HDD, Wi-Fi Ready, Windows 10 Home)",1, $ 525.92 
gl_pc,B08TRN15K5,751492639871,PNY XLR8 CS3040 4TB M.2 NVMe Gen4 x4 Internal Solid State Drive (SSD) - M280CS3040-4TB-RB,1, $ 525.92 
gl_wireless,B08BHKSZ5P,753575951740,"Apple iPhone 11, 64GB, White - Unlocked (Renewed Premium)",1, $ 525.89 
gl_pc,B08BX4LTSF,606449149869,"NETGEAR Orbi Whole Home Tri-Band Mesh WiFi 6 System (RBK753S) – with 1-Year NETGEAR Armor Internet Security – Router with 2 Satellite Extenders | Coverage up to 7,500 sq.ft, 40 Devices | 4.2Gbps",1, $ 525.42 
gl_pc,B07HPX42CX,193015696105,HP Pavilion 13 i3-8145U 8GB 128GB SSD 13.3-inch 1920x1080 Fingerprint Reader Windows 10 Laptop,1, $ 525.42 
gl_pc,B09W2Z4QB8,840006663560,"Corsair DOMINATOR PLATINUM RGB DDR5 64GB (2x32GB) 5200MHz C40 Intel Optimized Desktop Memory (Onboard Voltage Regulation, Patented CORSAIR DHX Cooling, 12 Ultra-Bright CAPELLIX RGB LEDs) White",1, $ 525.30 
gl_wireless,B08BHTMW6M,753575951986,"Apple iPhone 11 Pro Max, 64GB, Space Gray - Unlocked (Renewed Premium)",1, $ 525.00 
gl_pc,B085274TF5,194850307096,"HP Slim Desktop, AMD Athlon Gold 3150U, 8GB RAM, 256 GB SSD, Windows 11 (S01-aF0020, Black)",1, $ 524.73 
gl_wireless,B011SDYBZW,753575951627,"Apple iPhone 11, 64GB, Purple - Unlocked (Renewed Premium)",1, $ 524.08 
gl_wireless,B08BHLGQMQ,753575951658,"Apple iPhone 11, 64GB, Yellow - Fully Unlocked (Renewed Premium)",1, $ 524.08 
gl_wireless,B08BHTDLJR,753575951719,"Apple iPhone 11, 64GB, Black - Unlocked (Renewed Premium)",1, $ 524.08 
gl_pc,B0869L1326,192876649787,"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint, Windows 10 Home in S Mode, Slate Gray, F512JA-AS34",1, $ 523.80 
gl_pc,B085M39KKM,810005962216,"weBoost Home MultiRoom (470144R) Factory Refurbished Cell Phone Signal Booster Kit | Up to 5,000 sq ft | All US Carriers - Verizon, AT&T, T-Mobile, Sprint & More | 1 Year Manufacturer Warranty",1, $ 523.41 
gl_pc,B08BMLZKL2,195122170486,"HP 2020 15.6"" Touchscreen Laptop Computer/ 10th Gen Intel Quard-Core i5 1035G1 up to 3.6GHz/ 12GB DDR4 RAM/ 256GB PCIe SSD/ 802.11ac WiFi/ Bluetooth 4.2/ USB 3.1 Type-C/ HDMI/ Silver/ Windows 10 Home",1, $ 521.70 
gl_pc,B078H42W49,603784380636,"2017 Apple MacBook Air with 1.8GHz Intel Core i5 (13-inch, 8GB RAM, 128GB SSD Storage) (Renewed)",1, $ 521.63 
gl_pc,B07DF43SY3,,"Apple MacBook Pro 15in Core i7 2.8GHz Retina (MGXG2LL/A), 16GB RAM, 512GB Solid State Drive (Renewed)",1, $ 520.80 
gl_pc,B078WYC1R9,603784242248,"Apple MacBook Pro MGXA2LL/A 15-Inch Laptop with Retina Display (2.2 GHz Intel Core i7 Processor, 16GB RAM, 256GB SSD) (Renewed)",1, $ 520.64 
gl_pc,B086H38JC6,194850419157,"HP 15.6"" HD Intel 10th Gen i3-1005G1 3.4GHz 4GB RAM 128GB SSD Webcam Windows 10 Laptop (1W830UA)",1, $ 520.16 
gl_pc,B09BMGCVZH,196068763954,"HP 15.6"" FHD, Ryzen 5-5500, 8GB RAM, 256GB SSD, Silver, Windows 10 Home, 15-EF2127",1, $ 520.07 
gl_pc,B088X29HF6,193199825957,"Acer Aspire TC-895-UA91 Desktop, 10th Gen Intel Core i3-10100 4-Core Processor, 8GB 2666MHz DDR4, 512GB NVMe M.2 SSD, 8X DVD, 802.11ax Wi-Fi 6, USB 3.2 Type C, Windows 10 Home",1, $ 519.53 
gl_pc,B08R58D9FH,606449154436,"NETGEAR Nighthawk 12-Stream WiFi 6E Router (RAXE500) | AXE11000 Tri-Band Wireless Speed (Up to 10.8Gbps) |New 6GHz Band | Coverage up to 3,500 sq. ft, 60 Devices",1, $ 519.46 
gl_pc,B085DHR8SY,619659180881,SanDisk 512GB Extreme PRO CFexpress Card Type B - SDCFE-512G-GN4NN,1, $ 518.46 
gl_pc,B09J2NCD2L,889523029909,"GIGABYTE Radeon RX 6600 Eagle 8G Graphics Card, WINDFORCE 3X Cooling System, 8GB 128-bit GDDR6, GV-R66EAGLE-8GD Video Card",1, $ 518.40 
gl_pc,B09G91LXFP,194252527429,"2021 Apple iPad Mini (Wi-Fi, 64GB) - Space Gray",1, $ 517.94 
gl_pc,B09G9FW785,194252528501,"2021 Apple iPad Mini (Wi-Fi, 64GB) - Purple",1, $ 517.94 
gl_pc,B09G9BXKF5,194252527962,"2021 Apple iPad Mini (Wi-Fi, 64GB) - Starlight",1, $ 517.94 
gl_pc,B08631RJB4,850009524645,ProGrade Digital Memory Card - CFexpress Type B for Cameras | Optimized for Express Transfer of Files & Large Storage | 325GB Cobalt Series,1, $ 517.68 
gl_pc,B01FT82PDM,884116201205,Dell Latitude E7470 Business 14'' FHD Ultrabook i7-6600U 16GB DDR4 256GB SSD Windows 10 Pro,1, $ 517.39 
gl_wireless,B08BK7C73Q,753575952792,"Apple iPhone 11 Pro, 256GB, Midnight Green - GSM Unlocked (Renewed Premium)",1, $ 516.79 
gl_wireless,B09JF3QBVH,753575962845,"Apple iPhone 12 Mini, 128GB, Blue - Unlocked (Renewed Premium)",1, $ 515.79 
gl_pc,B09K344VQW,840006638759,"Corsair Dominator Platinum RGB 128GB (4x32GB) DDR4 3600MHz C18 Desktop Memory (12 Ultra-Bright CAPELLIX RGB LEDs, Patented Dual-Channel DHX Cooling Technology, Intel XMP 2.0 Support) Black",1, $ 515.50 
gl_wireless,B0845ZVJW3,,"Samsung Galaxy Note 10+, 256GB, Aura Black - Fully Unlocked (Renewed)",1, $ 514.36 
gl_wireless,B07ZQS94VJ,713699869321,"Apple iPhone 11 Pro, US Version, 256GB, Gold - Unlocked (Renewed)",1, $ 513.88 
gl_pc,B086QRQVD5,889842593549,"New Microsoft Surface Go 2 - 10.5"" Touch-Screen - Intel Pentium - 4GB Memory - 64GB - Wifi - Platinum (Latest Model)",1, $ 513.61 
gl_pc,B0862269YP,194778712699,"Lenovo IdeaPad 3 14"" Laptop, 14.0"" FHD 1920 x 1080 Display, AMD Ryzen 5 3500U Processor, 8GB DDR4 RAM, 256GB SSD, AMD Radeon Vega 8 Graphics, Narrow Bezel, Windows 10, 81W0003QUS, Abyss Blue",1, $ 513.00 
gl_pc,B07XPLHL3K,193199458803,"Acer Aspire 5 Slim Laptop, 15.6"" Full HD IPS Display, 10th Gen Intel Core i3-10110U, 4GB DDR4, 128GB PCIe NVMe SSD, Intel Wi-Fi 6 AX201 802.11ax, Backlit KB, Windows 10 in S mode, A515-54-37U3,Black",1, $ 512.99 
gl_pc,B08HN1WDWZ,195133065634,"Acer Aspire 5 A515-55-35SE, 15.6"" Full HD Display, 10th Gen Intel Core i3-1005G1 Processor, 4GB DDR4, 128GB NVMe SSD, Intel WiFi 6 AX201, Backlit KB, Fingerprint Reader, Windows 10 Home (S Mode)",1, $ 512.99 
gl_pc,B086QM6KM6,889842596571,"NEW Microsoft Surface Go 2 - 10.5"" Touch-Screen - Intel Core m3 - 8GB Memory - 128GB SSD - Wifi + LTE - Platinum (Latest Model)",1, $ 510.95 
gl_home_entertainment,B07YXS9WZ4,887276359809,"SAMSUNG Galaxy Watch Active 2 (40mm, GPS, Bluetooth, Unlocked LTE) Smart Watch with Advanced Health Monitoring, Fitness Tracking, and Long Lasting Battery, Pink Gold - (US Version)",1, $ 510.83 
gl_pc,B09B477BJC,812550033908,"Newest Gateway 15.6"" FHD Ultra Slim Laptop in Purple AMD Ryzen 5 3450U (Better Than i7-8565U) 8GB RAM 256GB SSD Fingerprint Scanner Cam HDMI WiFi W10",1, $ 510.29 
gl_pc,B099N59B14,824142259351,MSI Gaming GeForce RTX 3060 Ti LHR 8GB GDRR6 256-Bit HDMI/DP Nvlink Torx Fan 3 Ampere Architecture OC Graphics Card (RTX 3060 Ti Ventus 2X 8G OCV1 LHR),1, $ 510.00 
gl_pc,B06XYSXT5X,763649115701,"LaCie d2 Thunderbolt 3 10TB External Hard Drive Desktop HDD – Thunderbolt 3 USB-C USB 3.0, 7200 RPM Enterprise Class Drives, for Mac and PC Desktop, 1 Month Adobe CC (STFY10000400)",1, $ 510.00 
gl_pc,B08QXJM323,195122040222,"2022 HP Stream 14"" HD Thin and Light Laptop, Intel Celeron N4000 Processor, 4GB RAM, 64GB eMMC, HDMI, Webcam, WiFi, Bluetooth, 1 Year Office 365, Windows 11 S, Rose Pink, IFT 32GB USB Drive",1, $ 509.33 
gl_pc,B09V5NWS1V,763649174517,"Seagate One Touch Hub 20TB External Hard Drive Desktop HDD – USB-C and USB 3.0 port, for Computer Desktop Workstation PC Laptop Mac, 4 Months Adobe Creative Cloud Photography plan (STLC20000400)",1, $ 509.20 
gl_wireless,B08723759H,,"OnePlus 8 Glacial Green,​ 5G Unlocked Android Smartphone U.S Version, 8GB RAM+128GB Storage, 90Hz Fluid Display,Triple Camera, with Alexa Built-in,",1, $ 509.03 
gl_pc,B08WPJ5P4R,824142241417,MSI Gaming GeForce RTX 3060 12GB 15 Gbps GDRR6 192-Bit HDMI/DP PCIe 4 Twin-Frozr Torx Fan Ampere RGB OC Graphics Card (RTX 3060 Gaming X 12G),1, $ 508.95 
gl_pc,B086383HC7,194778313780,"Lenovo Chromebook Flex 5 13"" Laptop, FHD Touch Display, Intel Core i3-10110U, 4GB RAM, 64GB Storage, Chrome OS",1, $ 508.94 
gl_pc,B07SPFPKF4,763649124147,Seagate 16TB HDD Exos X16 7200 RPM 512e/4Kn SATA 6Gb/s 256MB Cache 3.5-Inch Enterprise Hard Drive (ST16000NM001G),1, $ 508.01 
gl_pc,B08DTYF7DB,885022022069,QNAP TS-431X3 4 Bay High-speed NAS with One 10GbE and 2.5 GbE Port,1, $ 508.00 
gl_pc,B01EXFDDWO,636983056828,"New Apple MMGG2LL/A MacBook Air 13.3-Inch Laptop (1.6 GHz Intel Core i5, 8GB RAM, 256GB SSD, Mac OS X V10.11 El Capitan), Silver",1, $ 506.79 
gl_pc,B07S5HLRT5,736900259896,"Lenovo Thinkpad X1 Carbon 5th 14"" IPS Full HD FHD(1920x1080) Business Ultrabook Laptpop (Intel Core i5-6300u, 8GB, 256GB PCIe NVMe M.2 SSD) Type-C, Thunderbolt 3, Backlit, Fingerprint, Win 7/10 Pro",1, $ 506.51 
gl_wireless,B09HF1DC1J,194252589649,"Apple Watch Series 7 [GPS 41mm] Smart Watch w/ Green Aluminum Case with Clover Sport Band. Fitness Tracker, Blood Oxygen & ECG Apps, Always-On Retina Display, Water Resistant",1, $ 506.25 
gl_wireless,B09HDXS1DM,194252590362,"Apple Watch Series 7 [GPS 41mm] Smart Watch w/ Blue Aluminum Case with Abyss Blue Sport Band. Fitness Tracker, Blood Oxygen & ECG Apps, Always-On Retina Display, Water Resistant",1, $ 506.25 
gl_pc,B07KCZP1PS,192563111542,"2019 Lenovo ideapad 330 15.6"" HD Laptop, Intel Core i3-8130U Dual-Core Processor, 4GB RAM, 1TB HDD, Bluetooth, 802.11AC WiFi, Windows 10 - Plum Purple",1, $ 505.99 
gl_pc,B08NCWJ4LC,192876825006,"ASUS VivoBook 15.6"" FHD Touchscreen Notebook - Intel Core i5-1035G1 1.0GHz - 8GB RAM 256GB PCIe SSD - Webcam - Windows 10 Home, Black",1, $ 505.58 
gl_wireless,B09DJ2P1SF,,Nokia XR20 5G | Android 11 | Unlocked Smartphone | Dual SIM | US Version | 6/128GB | 6.67-Inch Screen | 48MP Dual Camera | Granite,1, $ 505.08 
gl_pc,B08T7V27QJ,887276524085,"Samsung Galaxy Tab Active3 Enterprise Edition 8” Rugged Multi Purpose Tablet |128GB & WiFi | Biometric Security (SM-T570NZKEN20), Black",1, $ 504.11 
gl_pc,B09QHBVHGK,749656173248,"Fantom Drives 20TB External Hard Drive HDD, GFORCE 3 Pro 7200RPM, USB 3.0, Aluminum, Black, GF3B20000UP",1, $ 504.00 
gl_pc,B08N38VPL7,195161803581,"HP 15 Laptop, AMD Ryzen 3 3250U Processor, 8 GB RAM, 256 GB SSD Storage, 15.6-inch HD Micro-Edge Display, Windows 10 Home, Long-Lasting Battery, HP Fast Charge, 720p Webcam (15-ef1021nr, 2020)",1, $ 502.19 
gl_pc,B089S33PR3,718037872957,"Western Digital 16TB WD Gold Enterprise Class Internal Hard Drive - 7200 RPM Class, SATA 6 Gb/s, 512 MB Cache, 3.5"" - WD161KRYZ",1, $ 502.00 
gl_pc,B07G9NHRGQ,608415010128,"Protectli Vault FW4B - 4 Port, Firewall Micro Appliance/Mini PC - Intel Quad Core, AES-NI, 8GB RAM, 120GB mSATA SSD",1, $ 501.43 
gl_pc,B07BZT5H8P,,SanDisk 512GB Extreme PRO CFast 2.0 Memory Card - SDCFSP-512G-G46D,1, $ 501.16 
gl_pc,B094XK6D96,814914028834,"Patriot Burst Elite SATA 3 480GB SSD 2.5"" - 10 Pack",1, $ 501.11 
gl_pc,B09NQB5VZV,843368074463,"EVGA GeForce RTX 2060 12GB XC Black Gaming, 12G-P4-2261-KR, 12GB GDDR6, Dual Fans, Metal Backplate",1, $ 500.85 
gl_pc,B093X3H44Y,889842801309,"Microsoft Surface Go 3 - 10.5"" Touchscreen - Intel® Pentium® Gold - 8GB Memory - 128GB SSD - Device Only - Platinum (Latest Model)",1, $ 500.49 
gl_pc,B0957L8ZVK,,"Beelink SEI8 Mini PC 8th gen Intel i5-8279U(Up to 4.1GHz),16GB RAM 500G NVMe M.2 SSD,Support 4K Dual HDMI,USB3.0,WiFi-5,BT5.0,Auto Power On",1, $ 500.27 
gl_pc,B07YP88DP6,739410132154,EZ DUPE 1 to 9 USB Duplicator - Standalone USB USB 2.0 / 3.0 / 3.1 Flash Media Drive / USB Hard Drive Cloner Compact Copier & Eraser (DM-FU0-10V09B / MiniUSB Pro),1, $ 500.15 
gl_pc,B0B7CQ2CHH,718037891378,"WD_BLACK 4TB SN850X NVMe Internal Gaming SSD Solid State Drive - Gen4 PCIe, M.2 2280, Up to 7,300 MB/s - WDS400T2X0E",1, $ 500.00 
gl_pc,B097K4KXSG,740617319712,"Kingston FURY Beast 128GB (4x32GB) 3600MT/s DDR4 CL18 Desktop Memory Kit of 4 | Infrared Syncing | Intel XMP | AMD Ryzen | Plug n Play | KF436C18BBK4/128, Black",1, $ 500.00 
gl_pc,B09GLD6FPY,824142267837,"MSI MPG X570S Carbon EK X Gaming Motherboard (ATX, AMD, Socket AM4. DDR4, PCIe 4, CFX, M.2 Slots, Wi-Fi 6E)",1, $ 500.00 
gl_pc,B08RWBPBBR,192876956878,"ASUS ROG Rapture WiFi 6E Gaming Router (GT-AXE11000) - Tri-Band 10 Gigabit Wireless Router, World's First 6Ghz Band for Wider Channels & Higher Capacity, 1.8GHz Quad-Core CPU, 2.5G Port, AURA RGB",1, $ 499.99 
gl_video_games,B09DFCB66S,711719548522,PlayStation 5 Console,1, $ 499.99 
gl_electronics,B09P8Q1J69,,"Bang & Olufsen Beoplay Portal PC/PS - Comfortable Wireless Noise Cancelling Gaming Headphones for PC and Playstation, Black Anthracite",1, $ 499.99 
gl_wireless,B08XX4P7LB,887276536330,"SAMSUNG Galaxy A52 5G Cell Phone, Factory Unlocked Android Smartphone, 128GB, 64MP Camera, Game Booster, 6.5” Infinity-O Full HD+ Display Screen, Long Battery Life, US Version, Black",1, $ 499.99 
gl_pc,B08XXHYQ8D,742712296370,"Daysky Windows Laptops V14S, Intel Jasper Lake N5095 Processor, 12GB RAM, 14.1"" FHD Display, Backlit Keyboard, Full Metal Body, Ultra Thin and Portable, USB 3.0, Type C(12G+256G, Pink)",1, $ 499.57 
gl_pc,B073R223ZY,889523009161,GIGABYTE GB-BNi7HG6-1060 Mini PC Gaming Desktop VR Ready with Intel Core i7-7700HQ and GeForce GTX 1060 Components Other,1, $ 499.50 
gl_pc,B088D198GZ,,"Mini PC Core i5 8GB RAM, AWOW NYi5 Desktop Computer Intel Core i5-5257u (up to 3.1GHz) Windows 10 Pro 256GB M.2 SSD, Dual Display 4K@30Hz, SATA 3, USB3.0, Gigabit Ethernet, HDMI1.4, BT4.2, Type-C",1, $ 499.49 
gl_camera,B08HWCCS6S,190021028791,"DJI Pocket 2 Creator Combo - 3 Axis Gimbal Stabilizer with 4K Camera, 1/1.7” CMOS, 64MP Photo, Pocket-Sized, ActiveTrack 3.0, Glamour Effects, YouTube TikTok Video Vlog, for Android and iPhone, Black",1, $ 499.00 
gl_video_games,B08H75RTZ8,889842540734,Xbox Series X,1, $ 499.00 
gl_pc,B0BCG2ZCL4,885022023011,QNAP Turbo NAS TS-464-4G SAN/NAS Storage System,1, $ 499.00 
gl_pc,B09719T6FT,889523028636,"GIGABYTE AORUS GeForce RTX 3060 Elite 12G (REV2.0) Graphics Card, 3X WINDFORCE Fans, 12GB 192-bit GDDR6, GV-N3060AORUS E-12GD Video Card",1, $ 499.00 
gl_wireless,B08BHJGGLP,753575951634,"Apple iPhone 11, 128GB, Purple - Unlocked (Renewed Premium)",1, $ 499.00 
gl_wireless,B084N4Y3HV,190199293250,"Apple iPhone 8 Plus (128GB, Silver) [Locked] + Carrier Subscription",1, $ 499.00 
gl_pc,B01HD5EXTS,713839160172,"Vanquisher 8-Inch Ultra Rugged Tablet Windows 10 Pro, with GPS GNSS / 7500mAH Battery/Gorilla Glass Panel / IP67 Water-Resistant for Enterprise Mobile Field Work",1, $ 498.95 
gl_pc,B07GCSDP5H,825633463417,"HP EliteBook 840 G3 14in Laptop, Core i5-6300U 2.4GHz, 16GB Ram, 500GB SSD, Windows 10 Pro 64bit (Renewed)",1, $ 498.95 
gl_pc,B08YNMNMMC,885022020829,"QNAP QSW-M2108R-2C Web Managed Half-Width Rackmount Switch, with Two 10GbE SFP+/RJ45 Combo Ports and Eight 2.5 Gigabit Port",1, $ 498.83 
gl_pc,B09KNSMR14,196068804015,"Newest HP 15.6"" Laptop , FHD, AMD R5-5500U, 8GB RAM, 256GB SSD, USB Type-C and USB Type-A , HDMI, Built-in Microphone/ Webcam, Windows 11, Spruce Blue",1, $ 498.82 
gl_pc,B07QZ46Q1N,,"HP Elitebook 840 G3 Laptop Intel i7-6600U 2.6GHz, 16GB RAM, 512GB SSD, Windows 10 Pro (Renewed)",1, $ 498.57 
gl_pc,B09MM9RKD1,,"13.3"" Triple Laptop Screen Extender - [2022] FOPO FHD 1080P IPS Triple Portable Monitor for Dual Screen Display, Triple Screen for 15""-17"" Laptop, Multi Modes, HDMI/USB-C Plug and Play(Not for M1/M2)",1, $ 498.29 
gl_pc,B097S8BR3C,843368072483,"EVGA GeForce RTX 3060 Ti FTW Ultra Gaming, 08G-P5-3667-KL, 8GB GDDR6, iCX3 Cooling, ARGB LED, LHR",1, $ 498.00 
gl_pc,B09J4BBYC7,,"OFIYAA P2 Pro 13.3"" Triple Portable Monitor For Laptop,Laptop Monitor Screen Extender,1080IPS TYPE-C/PD/TF Plug And Play Dual Monitor Laptop,Compatible With 13.3''-16.5'' Mac M1/M2Chip/Macbook/Windows",1, $ 497.85 
gl_pc,B095XG5T3Z,824142252819,"MSI Modern 14 Professional Laptop: 14"" IPS-Level Thin Bezel Display, Intel Core i5-10210U, UMA, 8GB RAM, 128GBSSD, Win10Pro, Carbon Gray, Win10 PRO, Carbon Gray (B10MW-640)",1, $ 497.65 
gl_wireless,B09HF6MDC6,194252571156,"Apple Watch Series 7 [GPS + Cellular 45mm] Smart Watch w/ Starlight Aluminum Case with Starlight Sport Band. Fitness Tracker, Blood Oxygen & ECG Apps, Always-On Retina Display, Water Resistant",1, $ 497.00 
gl_wireless,B09HDSCKDJ,194252571125,"Apple Watch Series 7 [GPS + Cellular 45mm] Smart Watch w/ Midnight Aluminum Case with Midnight Sport Band. Fitness Tracker, Blood Oxygen & ECG Apps, Always-On Retina Display, Water Resistant",1, $ 497.00 
gl_wireless,B09HF825CV,194252571217,"Apple Watch Series 7 [GPS + Cellular 45mm] Smart Watch w/ Blue Aluminum Case with Abyss Blue Sport Band. Fitness Tracker, Blood Oxygen & ECG Apps, Always-On Retina Display, Water Resistant",1, $ 497.00 
gl_wireless,B07XR6GNCK,190199277960,"Apple Watch Series 5 (GPS + Cellular, 44mm) - Space Gray Aluminum Case with Black Sport Band",1, $ 497.00 
gl_wireless,B09HFM35F9,194252571248,"Apple Watch Series 7 [GPS + Cellular 45mm] Smart watch w/ (PRODUCT)RED Aluminum Case with (PRODUCT)RED Sport Band. Fitness Tracker, Blood Oxygen & ECG Apps, Always-On Retina Display, Water Resistant",1, $ 497.00 
gl_wireless,B08J5TC3YH,190199832916,"Apple Watch Series 6 (GPS + Cellular, 44mm) - Space Gray Aluminum Case with Black Sport Band",1, $ 497.00 
gl_wireless,B08NWD7K8H,840023209987,Motorola One 5G Ace | 2021 | 2-Day battery | Unlocked | Made for US by Motorola | 6/128GB | 48MP Camera | Hazy Silver,1, $ 496.79 
gl_pc,B07WMS56L7,880294775620,HP Elitebook 840 G3 Business Laptop Computer: 14 FHD/ Intel Core i7-6600U up to 3.4GHz/ 16GB DDR4 RAM/ 256GB SSD/ 802.11ac WiFi/ Bluetooth 4.2/ USB Type-C/ Windows 10 Professional (Renewed),1, $ 496.46 
gl_pc,B0BGPGH6WG,,ASRock X670E Taichi Carrara Support AMD AM5 RYZEN 7000 Series Processors Motherboard,1, $ 496.10 
gl_pc,B083RYZ693,193199470799,"Acer Chromebook 714, Intel Pentium Gold 4417U, 14.0"" Full HD Display, 8GB DDR4, 64GB eMMC, microSD Card Reader, 802.11ac WiFi 5, Backlit Keyboard, Fingerprint Reader, Chrome OS, CB714-1W-P3CK",1, $ 494.99 
gl_pc,B0956GKHHJ,718037892245,"SanDisk Professional 18TB G-DRIVE Enterprise-Class Desktop Hard Drive HDD, Ultrastar Drive Inside, USB-C (5Gbps), USB 3.2 Gen 1 - SDPH91G-018T-NBAAD",1, $ 494.53 
gl_pc,B08SC658GX,,"BMAX Y13 13.3"" 2 in 1 Convertible Laptop, FHD(1920 x 1080) Touchscreen , 8GB DDR4, 256GB SSD, Intel Quad Core N4120, WiFi, Bluetooth, USB-C, Windows 10, Thin and Light All-Metal Body",1, $ 494.38 
gl_pc,B07YGZ7C1K,719192634992,"LG 34WN80C-B UltraWide Monitor 34” 21:9 Curved WQHD (3440 x 1440) IPS Display, USB Type-C (60W PD) , sRGB 99% Color Gamut, 3-Side Virtually Borderless Design, Tilt/Height Adjustable Stand - Black",1, $ 494.11 
gl_pc,B07ZPRPFQY,763649138281,Seagate Firecuda 520 2TB Performance Internal Solid State Drive SSD PCIe Gen4 X4 NVMe 1.3 for Gaming PC Gaming Laptop Desktop (ZP2000GM3A002),1, $ 493.29 
gl_pc,B08P77J9PD,,"15.6 inch Laptop, IPS Display, 64-bit Quad-core celeron_j4115 Processor, 8GB RAM, 256GB SSD, scalable 1TB SSD Solid State Drive, 10000mAh high Battery Life, Windows 10 Pro",1, $ 492.98 
