GLDesc,CategoryCode,CategoryDesc,SubcatCode,SubcatDesc,Asin,UPC,ItemDesc
gl_pc,14701100,1100 Tablets,14701101,1101 Tablets,B094Q89NKH,887276538297,"SAMSUNG Galaxy Tab A7 Lite 8.7"" 32GB WiFi Android Tablet w/ Long Lasting Battery, Compact, Slim Design, Sturdy Metal Frame, US VersonGray"
gl_pc,14701100,1100 Tablets,14701101,1101 Tablets,B094PXZMP6,887276538310,"SAMSUNG Galaxy Tab A7 Lite 8.7"" 32GB Android Tablet w/Compact, Slim Design, Sturdy Metal Frame, Long Lasting Battery, Silver"
gl_pc,14700300,0300 Computer Components,14700392,0392 Motherboards,B08WC7Q1H5,824142243640,"MSI H510I PRO WiFi ProSeries Motherboard (Mini-ITX, 11th/10th Gen Intel Core, LGA 1200 Socket, DDR4, PCIe 4, M.2 Slot, USB 3.2 Gen 2, 2.5G LAN, HDMI/DP, WiFi 6E)"
gl_video_games,6312000,2000 Consoles,6312900,2900 Others,B08WFS5BMY,821793052546,HTC Vive Tracker (3.0)
gl_pc,14700300,0300 Computer Components,14700394,0394 Power Supply,B088SSX883,843368060497,"EVGA SuperNOVA 650 GT, 80 Plus Gold 650W, Fully Modular, Auto Eco Mode with FDB Fan, 7 Year Warranty, Includes Power ON Self Tester, Compact 150mm Size, Power Supply 220-GT-0650-Y1"
gl_pc,14700600,0600 Drives,14700604,0604 External Hard Disk Drives,B078HTR1FM,763649124567,"LaCie Rugged Secure 2TB External Hard Drive Portable HDD – USB-C USB 3.0 Drop Shock Dust Rain Resistant Computer Desktop Workstation Laptop Hardware Encryption, 1 Month Adobe CC (STFR2000403)"
gl_pc,14700600,0600 Drives,14700601,0601 Internal Bare/OEM Drives,B0792G331G,718037856001,"Western Digital 4TB WD Black Performance Internal Hard Drive HDD - 7200 RPM, SATA 6 Gb/s, 256 MB Cache, 3.5"" - WD4005FZBX"
gl_video_games,2305300,5300 Headphones,2305310,5310 Headphones,B071JSYH33,852888006168,LucidSound LS35X Wireless Surround Sound Stereo Gaming Headset for Xbox Series X|S - Black
gl_pc,14700600,0600 Drives,14700602,0602 Internal Solid State Drives,B08GLX7TNT,887276404288,"SAMSUNG 980 PRO SSD 1TB PCIe 4.0 NVMe Gen 4 Gaming M.2 Internal Solid State Hard Drive Memory Card, Maximum Speed, Thermal Control, MZ-V8P1T0B"
gl_pc,14700300,0300 Computer Components,14700399,0399 Components Other,B09VNRGT7S,815671019486,NZXT H7 Flow - CM-H71FG-01 - ATX Mid Tower PC Gaming Case - Front I/O USB Type-C Port - Quick-Release Tempered Glass Side Panel - White/Black
gl_pc,14700300,0300 Computer Components,14700392,0392 Motherboards,B09NWF1JQC,195553508018,"ASUS Prime B660M-A D4 LGA 1700(Intel 12th Gen) mATX Motherboard (PCIe 4.0, DDR4,2xM.2 Slots, 1Gb LAN,  DP,2 x HDMI, Rear USB 3.2 Gen 2, Front USB 3.2 Gen 1 Type-C, Aura Sync)"
gl_home_improvement,6013000,13000 Hardware,6013100,"13100 Door, Gate & Window Hardware",B000NJJ1MQ,43156901364,"Schlage BE365 V CAM 619 Camelot Keypad Deadbolt, Electronic Keyless Entry Lock, Satin Nickel"
gl_camera,20001500,"1500 Hunting, Airsoft and Paintball",20001567,1567 Hunting Game Cameras,B09338DTW7,,"Trail Camera, XTU WiFi Hunting Camera 24MP 1296P HD Game Deer Camera with Infrared Night Vision Motion Activated 0.2s Trigger Waterproof for Wildlife Monitoring, 32GB SD Card Included, Easy Install"
gl_electronics,,,2305310,5310 Headphones,B07QNL1HH7,600074118504,Beats Beats_X in Ear Wireless Bluetooth 4.0 Earphones in Black Featuring Crisp Sound fit for Your Life
gl_pc,14701000,1000 Inputs,14701004,1004 Computer Headsets and Mics,B09KMGHPCY,810052982670,"SteelSeries Arctis 7P+ Wireless Gaming Headset – Lossless 2.4 GHz – 30 Hour Battery Life – USB-C – 3D Audio – For PS5, PS4, PC, Mac, Android and Switch - White"
gl_pc,14700700,0700 Memory,14700706,0706 PC Memory,B08B9KQDK5,751492638362,PNY XLR8 Gaming 16GB (2x8GB) DDR4 DRAM 3200MHz (PC4-25600) CL16 1.35V RGB Dual Channel Desktop (DIMM) Memory – MD16GK2D4320016XRGB
gl_pc,14701000,1000 Inputs,14701004,1004 Computer Headsets and Mics,B081415GCS,97855155580,"Logitech G733 Lightspeed Wireless Gaming Headset with Suspension Headband, Lightsync RGB, Blue VO!CE mic technology and PRO-G audio drivers - Black"
gl_pc,14700900,0900 Networking,14700911,0911 Routers,B08J6CFM39,192876764176,"ASUS AX1800 WiFi 6 Router (RT-AX55) - Dual Band Gigabit Wireless Router, Speed & Value, Gaming & Streaming, AiMesh Compatible, Included Lifetime Internet Security, Parental Control, MU-MIMO, OFDMA"
gl_home_improvement,6080000,80000 Electrical & Heating,6080040,80040 Thermostats,B01NB1OB0I,786710554827,"Emerson Sensi Wi-Fi Smart Thermostat for Smart Home, DIY, Works With Alexa, Energy Star Certified, ST55"
gl_pc,14700300,0300 Computer Components,14700394,0394 Power Supply,B09HJND3Q4,,LIAN LI SP 750 Performance SFX Form Factor Power Supply - SP750
gl_pc,14700900,0900 Networking,14700911,0911 Routers,B0752FD3XJ,889349624609,"ASUS AC2900 WiFi Gaming Router (RT-AC86U) - Dual Band Gigabit Wireless Internet Router, WTFast Game Accelerator, Streaming, AiMesh Compatible, Included Lifetime Internet Security, Adaptive QoS"
gl_pc,14700900,0900 Networking,14700908,0908 KVM Switches,B07KN4J2XD,615068895316,"CKL HDMI KVM Switch 2 Port Dual Monitor Extended Display, USB KVM Switch HDMI 2 in 2 Out with Audio Microphone Output and USB 2.0 Hub, PC Monitor Keyboard Mouse Switcher 4K@30Hz CKL-922HUA"
gl_wireless,10700100,0100 Wireless Phones,10700110,0110 Postpaid/Parent,B07SVFPFHW,887276199481,Samsung Galaxy Express Prime 2 - Prepaid - Carrier Locked - AT&T
gl_pc,14700300,0300 Computer Components,14700392,0392 Motherboards,B0876J8436,824142212493,"MSI MPG Z490 GAMING EDGE WIFI ATX Gaming Motherboard (10th Gen Intel Core, LGA 1200 Socket, DDR4, CF, Dual M.2 Slots, USB 3.2 Gen 2, Wi-Fi 6, DP/HDMI, Mystic Light RGB)"
gl_electronics,2305300,5300 Headphones,2305310,5310 Headphones,B09HJGVSP5,885170381155,"Technics True Wireless Multipoint Bluetooth Earbuds with Microphone, HiFi, Clear Calls, Long Battery Life, Lightweight Comfort Fit, Alexa Built in, EAH-AZ40-S (Silver)"
gl_electronics,2304100,4100 Audio Speakers,2304110,4110 Audio Speakers,B01954Q028,68888762960,Wall Mount Home Speaker System - Active + Passive Pair Wireless Bluetooth Compatible Indoor / Outdoor Water-resistant Weatherproof Stereo Sound Speaker Set with AUX IN - Pyle PDWR51BTWT (White)
gl_wireless,10700800,0800 Wireless Bluetooth,10700810,0810 Headsets,B07WQ9LP6H,815425022533,"LG Tone Flex HBS-XL7 Bluetooth Wireless Stereo Neckband Earbuds with 32-Bit Hifi DAC Tune by Meridian Audio, Black"
gl_pc,14700700,0700 Memory,14700701,0701 Flash Memory SD,B08HCPTMJG,619659183103,"SanDisk 1TB Ultra microSDXC UHS-I Memory Card with Adapter - 120MB/s, C10, U1, Full HD, A1, Micro SD Card - SDSQUA4-1T00-GN6MA"
gl_wireless,10700800,0800 Wireless Bluetooth,10700810,0810 Headsets,B094242FV1,887276546810,"SAMSUNG Galaxy Buds 2 True Wireless Bluetooth Earbuds w/ Noise Cancelling, Ambient Sound, Comfort Ear Fit, 3 Mics, Long Battery Life, Touch Control, Auto Switch Between Devices, US Version, Graphite"
gl_pc,14700900,0900 Networking,14700904,0904 Networking Other,B098PFNQV3,612572215531,"ARRIS Surfboard SBG8300-RB DOCSIS 3.1 Gigabit Cable Modem & AC2350 Wi-Fi Router | Comcast Xfinity, Cox, Spectrum & More | Four 1 Gbps Ports | 1 Gbps Max Internet Speeds | 4 OFDM Channels (Renewed)"
gl_pc,14700600,0600 Drives,14700604,0604 External Hard Disk Drives,B07VNTFHD5,718037870984,"WD_BLACK 5TB P10 Game Drive - Portable External Hard Drive HDD, Compatible with Playstation, Xbox, PC, & Mac - WDBA3A0050BBK-WESN"
gl_pc,14700600,0600 Drives,14700606,0606 External Solid State Drives,B08GTYFC37,619659182557,"SanDisk 1TB Extreme Portable SSD - Up to 1050MB/s - USB-C, USB 3.2 Gen 2 - External Solid State Drive - SDSSDE61-1T00-G25"
gl_pc,14701000,1000 Inputs,14701001,1001 Keyboards,B08FQPLCNC,811659038791,"Razer BlackWidow V3 Mechanical Gaming Keyboard: Green Mechanical Switches - Tactile & Clicky - Chroma RGB Lighting - Compact Form Factor - Programmable Macro Functionality, Classic Black"
gl_pc,14700300,0300 Computer Components,14700399,0399 Components Other,B09RJMD6JG,761345800815,"Antec Dark League DF800 Flux, Flux Platform, 5 x 120 mm Fans Included, ARGB & PWM Fan Controller, Tempered Glass Side Panel, Geometrical Mesh Front, Mid-Tower ATX Gaming Case, Black"
gl_pc,14700900,0900 Networking,14700911,0911 Routers,B08DTF7KGC,606449099812,NETGEAR Nighthawk Smart Wi-Fi Router (R7000-100NAS) - AC1900 Wireless Speed (Up to 1900 Mbps) | Up to 1800 Sq Ft Coverage & 30 Devices | 4 x 1G Ethernet and 2 USB Ports | Armor Security
gl_pc,14700300,0300 Computer Components,14700394,0394 Power Supply,B01LWTS2UL,843368042547,"EVGA SuperNOVA 550 G3, 80 Plus Gold 550W, Fully Modular, Eco Mode with New HDB Fan, 7 Year Warranty, Includes Power ON Self Tester, Compact 150mm Size, Power Supply 220-G3-0550-Y1"
gl_home_improvement,6080000,80000 Electrical & Heating,6080040,80040 Thermostats,B06W56TBLN,627988303154,"Ecobee3 Lite SmartThermostat, Black"
gl_electronics,2304100,4100 Audio Speakers,2304110,4110 Audio Speakers,B01954Q4I8,68888762977,Outdoor Wall-Mount Patio Stereo Speaker - Waterproof Bluetooth Wireless & No Amplifier Needed - Portable Electric Theater Sound Surround System for Home Party Cabinet Enclosure- Pyle PDWR61BTWT White
gl_pc,14700300,0300 Computer Components,14700394,0394 Power Supply,B08LP7B7FM,884102070846,"Cooler Master V750 SFX Gold Full Modular, 750W, 80+ Gold Efficiency, ATX Bracket Included, Quiet FDB Fan, SFX Form Factor, 10 Year Warranty"
gl_pc,14700300,0300 Computer Components,14700315,0315 Graphics Cards,B01N6SEXI5,784090035387,"VisionTek Radeon 7750 2GB GDDR5 SFF Graphics Card, 4k 2 DisplayPort 1.2, PCIe, 7.1 Surround Sound, Included Full-Height Bracket (900942)"
gl_electronics,2304200,4200 Audio Receivers,2304210,"4210 Audio Receivers, Amplifiers, and Preamplifiers",B08JMD4QMG,842893121840,"Bluetooth Home PA Mixing Amplifier - 500W Home Audio Rack Mount Stereo Power Amplifier Receiver w/FM Radio, Digital LED Display, USB/AUX/Mic, Optical/Coaxial, AC-3, 70V/100V Output - Pyle PMX3500PH"
gl_pc,14700500,0500 Monitors,14700510,0510 LCD Monitors,B0987468N2,,"HMTECH Raspberry Pi Screen 10.1 Inch Touchscreen Monitor 1024x600 Portable HDMI Monitor 16:9 IPS Screen Display for Raspberry Pi 4/3/2/Zero/B/B+ Win10/8/7, Free-Driver"
gl_pc,14700300,0300 Computer Components,14700315,0315 Graphics Cards,B071L4VKF6,824142146538,"MSI Graphic Cards GT 1030 2G LP OC, Low Profile"
gl_pc,14700900,0900 Networking,14700901,0901 Modems,B00EFE123Q,606413942243,NETGEAR Beam 340U 4G LTE AirCard USB Mobile Broadband Modem (AT&T)
gl_camera,42101100,1100 Film,42101110,1110 Film_Cameras,B00OT7W6O8,,Fujifilm Instax Hello Kitty Instant Film Camera (Pink) - Internatinoal Version
gl_pc,14700300,0300 Computer Components,14700394,0394 Power Supply,B07WGQT8CC,843368062118,"EVGA 220-G5-0750-X1 Super Nova 750 G5, 80 Plus Gold 750W, Fully Modular, ECO Mode with Fdb Fan, 10 Year Warranty, Compact 150mm Size, Power Supply"
gl_pc,14700300,0300 Computer Components,14700394,0394 Power Supply,B096KCD9LD,750139203574,"Pystar 1000W Power Supply 80+ Gold Full Modular PSU,ES1000"
gl_electronics,2304100,4100 Audio Speakers,2304110,4110 Audio Speakers,B094NVD7HW,842893121178,"2-Way Dual Waterproof Off-Road Speakers - 5.25 Inch 1000W Marine Grade Wake Tower Speakers System, Full Range Outdoor Audio Stereo Speaker for ATV, UTV, Quad, Jeep, Boat - Pyle PLUTV51BK"
gl_pc,14700300,0300 Computer Components,14700394,0394 Power Supply,B084R8FT1X,843368064358,"EVGA 850 B5, 80 Plus BRONZE 850W, Fully Modular, EVGA ECO Mode, 5 Year Warranty, Compact 150mm Size, Power Supply 220-B5-0850-V1"
gl_pc,14700300,0300 Computer Components,14700392,0392 Motherboards,B08VGXKB9T,195553101554,"ASUS Prime Z590-P LGA 1200 (Intel® 11th/10th Gen) ATX Motherboard (PCIe 4.0, 10+1 Power Stages, 3X M.2, 2.5Gb LAN, Front Panel USB 3.2 Gen 2 USB Type-C®, Thunderbolt™ 4 Support)"
gl_pc,14700900,0900 Networking,14700911,0911 Routers,B08KTXG8Q5,606449152739,"NETGEAR 4-Stream WiFi 6 Router (R6700AX) – AX1800 Wireless Speed (Up to 1.8 Gbps) | Coverage up to 1,500 sq. ft., 20 devices"
gl_pc,14701000,1000 Inputs,14701001,1001 Keyboards,B082TSD2W5,97855157461,"Logitech MX Keys Advanced Wireless Illuminated Keyboard for Mac,Backlit LED Keys, Bluetooth,USB-C, MacBook Pro,Macbook Air,iMac, iPad Compatible, Metal Build"
gl_pc,14701000,1000 Inputs,14701004,1004 Computer Headsets and Mics,B08NTYB4M7,740617303056,"HyperX Cloud II Wireless - Gaming Headset for PC, PS4/PS5, Nintendo Switch, Long Lasting Battery Up to 30 Hours, 7.1 Surround Sound, Memory Foam, Detachable Noise Cancelling Microphone, Mic Monitoring"
gl_pc,14701000,1000 Inputs,14701007,1007 Other Input Devices,B08R6D148D,192876812907,"ASUS Mechanical Gaming Keyboard - ROG Strix Scope RX | Red Optical Mechanical Switches | USB 2.0 Passthrough | 2X Wider Ctrl Key for Greater FPS Precision | Aura Sync, Armoury Crate RGB Lighting"
gl_wireless,10700800,0800 Wireless Bluetooth,10700810,0810 Headsets,B078GBP171,607972041514,"BlueParrott C400-XT Voice-Controlled Bluetooth Headset – Industry Leading Sound with Long Wireless Range, Noise-Cancelling, Extreme Comfort and Up to 24 Hours of Talk Time"
gl_pc,14700300,0300 Computer Components,14700392,0392 Motherboards,B07FW85VFT,889523014349,GIGABYTE B450 AORUS PRO Wi-Fi (AMD Ryzen AM4/ATX/M.2 Thermal Guard with Onboard Wi-Fi/HDMI/DVI/USB 3.1 Gen 2/DDR4/Motherboard)
gl_wireless,10701500,1500 Navigation Electronics,10701506,1506 Outdoor GPS,B07GDHNYTH,842893111773,"DJ Booth Foldable Cover Screen - Portable Event Facade Front Board Video Light Projector Display Scrim Panel with Folding Steel Frame Panel Stand, Stretchable Lycra Spandex - Pyle PDJFAC10 (White)"
gl_pc,14701000,1000 Inputs,14701008,1008 Computer Peripherals Other,B08FQG96RP,811659037527,"Razer BlackShark V2 Pro Wireless Gaming Headset: THX 7.1 Spatial Surround Sound - 50mm Drivers - Detachable Mic - for PC, PS5, PS4, Switch, Black"
gl_pc,14700300,0300 Computer Components,14700392,0392 Motherboards,B089D1YG11,767531799406,"MSI B550M PRO-VDH WiFi ProSeries Motherboard (AMD AM4, DDR4, PCIe 4.0, SATA 6Gb/s, M.2, USB 3.2 Gen 1, Wi-Fi, D-SUB/HDMI/DP, Micro-ATX)"
gl_pc,14700900,0900 Networking,14700912,0912 Powerline,B08RHZBHTM,845973099770,"TP-Link AV1300 Powerline WiFi Extender(TL-WPA8631P KIT)- Powerline Ethernet Adapter with AC1200 Dual Band WiFi, Gigabit Port, Ideal for Gaming/4K TV"
gl_wireless,10700800,0800 Wireless Bluetooth,10700810,0810 Headsets,B09MVG3N1C,615822016384,"Jabra Elite 4 Active in-Ear Bluetooth Earbuds – True Wireless Earbuds with Secure Active Fit, 4 Built-in Microphones, Active Noise Cancellation and Adjustable HearThrough Technology – Mint"
gl_wireless,10700800,0800 Wireless Bluetooth,10700850,0850 Connected Wearables,B01H2RBQUG,17229164475,Plantronics by Poly Voyager 5200 Wireless Headset - Single-Ear Bluetooth Headset w/Noise-Canceling Mic - Ergonomic Design - Voice Controls - Lightweight - Connect to Mobile/Tablet via Bluetooth
gl_wireless,10700800,0800 Wireless Bluetooth,10700810,0810 Headsets,B09MVGQRDD,615822016346,"Jabra Elite 4 Active in-Ear Bluetooth Earbuds – True Wireless Earbuds with Secure Active Fit, 4 Built-in Microphones, Active Noise Cancellation and Adjustable HearThrough Technology – Black"
gl_pc,14700300,0300 Computer Components,14700394,0394 Power Supply,B093NGBKKD,840006630920,"CORSAIR RM Series (2021), RM650, 650 Watt, 80 PLUS GOLD Certified, Fully Modular Power Supply"
gl_pc,14700300,0300 Computer Components,14700392,0392 Motherboards,B09NTMRRTL,824142278086,"MSI PRO B660M-A DDR4 Motherboard (mATX, 12th Gen Intel Core, LGA 1700 Socket, DDR4, PCIe 4, 2.5G LAN, M.2 Slots, USB 3.2)"
gl_wireless,10700400,0400 Wireless Unlocked Phones,10700410,0410 Unlocked Phones,B0999VZ2S4,,"iPhone SE 16GB Unlocked, Rose Gold"
gl_pc,14700900,0900 Networking,14700911,0911 Routers,B07H42QXF1,612572215388,"ARRIS SURFboard SBG10 DOCSIS 3.0 16 x 4 Gigabit Cable Modem & AC1600 Wi-Fi Router | Comcast Xfinity, Cox, Spectrum | Two 1 Gbps Ports | 400 Mbps Max Internet Speeds | SURFboard App | 2 Year Warranty"
gl_wireless,10700200,0200 Wireless Accessories,10700295,0295 GPS and Car Accessories,B09SW7DKWV,819216028490,"Rockville WHEEL OF BASS 8"" Slim Under-Seat Powered Truck/Car Audio Subwoofer Sub"
gl_pc,14700700,0700 Memory,14700703,0703 USB Drives,B08XJLGPK5,718910993687,MFi Certified 512GB iPhone-Photo-Stick External-iPhone-Storage Thumb-Drive-iPad Backup USB-Flash-Drive-iPhone Mobile Storage USB for Photo iOS Memory Stick Photo Storage for iPhone/iPad/Laptop/PC 1PC
gl_wireless,10700700,0700 Wireless Prepaid,10700710,0710 Prepaid Phones,B01M61A8JK,723755010536,Moto G Play - Verizon Prepaid
gl_pc,14701000,1000 Inputs,14701001,1001 Keyboards,B0935JBWTN,810056142339,Razer BlackWidow V3 Mini HyperSpeed 65% Wireless Mechanical Gaming Keyboard: HyperSpeed Wireless Technology - Yellow Mechanical Switches- Linear & Silent - Doubleshot ABS keycaps - 200Hrs Battery Life
gl_pc,14700300,0300 Computer Components,14700392,0392 Motherboards,B083GTCRHX,889523026281,GIGABYTE B460M DS3H V2 (LGA 1200/ Intel/ B460/ Micro-ATX/M.2/ SATA 6Gb/s/USB 3.2 Gen 1/ Motherboard)
gl_pc,,,14701101,1101 Tablets,B0776ZX8R1,685984161598,"Apple iPad Air (A1474 MD785LL/A, 16GB, Wi-Fi)- Space Gray (Renewed)"
gl_wireless,10700400,0400 Wireless Unlocked Phones,10700410,0410 Unlocked Phones,B09DTHV3DW,,"iPhone SE 16GB Unlocked, Space Gray (Gen 1)"
gl_pc,14700700,0700 Memory,14700706,0706 PC Memory,B0171GQR0C,848354017011,G.Skill Ripjaws V Series 32GB (2 x 16GB) 288-Pin SDRAM DDR4 3200 CL16-18-18-38 1.35V Dual Channel Desktop Memory F4-3200C16D-32GVK
gl_home_improvement,6080000,80000 Electrical & Heating,6080040,80040 Thermostats,B01LTHM8LG,85267865647,Honeywell Home RCHT8610WF T5 Smart Thermostat Energy Star Wi-Fi Programmable Touchscreen Alexa Ready - C-Wire Required
gl_pc,14700300,0300 Computer Components,14700399,0399 Components Other,B09N5HNT9C,740617325683,Kingston Fury Beast 16GB 6000MHz DDR5 CL40 DIMM Single Module Desktop Memory KF560C40BB-16 Black
gl_pc,14700900,0900 Networking,14700901,0901 Modems,B07M9J3YZM,612572216156,ARRIS SURFboard SBV2402 DOCSIS 3.0 Cable Modem | Comcast Xfinity Internet & Voice | 1 Gbps Port | 2 Telephony Ports | Supports Xfinity 800 Mbps Max Internet Speed | 2 Year Warranty
gl_wireless,,,10701205,1205 Car Stereo,B01LWYLFGH,701160334652,Gravity MGR-208BT 300W Single Din Marine Boat/Yatch Receiver/CD/SD/USB/Aux/AF/FM/MP3 Player - Work with Bluetooth
gl_pc,14700600,0600 Drives,14700604,0604 External Hard Disk Drives,B08Y1QRTBM,763649161586,"Seagate Game Drive for Xbox 4TB External Hard Drive Portable HDD - USB 3.2 Gen 1, Black with built-in green LED bar , Xbox Certified, 3 year Rescue Services (STKX4000402)"
gl_pc,14700300,0300 Computer Components,14700392,0392 Motherboards,B07WF6ZQST,824142191699,MSI Arsenal Gaming AMD Ryzen 2ND and 3rd Gen AM4 M.2 USB 3 DDR4 DVI HDMI Crossfire ATX Motherboard (B450 TOMAHAWK MAX II)
gl_pc,14701000,1000 Inputs,14701007,1007 Other Input Devices,B09BRG3MZ2,194252542422,"Apple Magic Trackpad (Wireless, Rechargable) - White Multi-Touch Surface"
gl_pc,14700600,0600 Drives,14700606,0606 External Solid State Drives,B0874XN4D8,887276410791,"SAMSUNG SSD T7 Portable External Solid State Drive 1TB, Up to 1050MB/s, USB 3.2 Gen 2, Reliable Storage for Gaming, Students, Professionals, MU-PC1T0T/AM, Gray"
gl_pc,14700700,0700 Memory,14700706,0706 PC Memory,B0B1QQHXCD,740617328516,Kingston Fury Beast RGB 16GB 6000MT/s DDR5 CL40 DIMM Desktop Memory Single Module | Intel XMP 3.0 | Infrared Sync Technology | Overclocking Stability | KF560C40BBA-16
gl_wireless,10700200,0200 Wireless Accessories,10700295,0295 GPS and Car Accessories,B01DQIPP98,811080023038,Rockville RWK0CU 0 AWG Gauge 100% Copper Complete Amp Installation Wire Kit OFC
gl_pc,14700300,0300 Computer Components,14700399,0399 Components Other,B09VMWNJV1,815671019431,NZXT H7 Flow - CM-H71FB-01 - ATX Mid Tower PC Gaming Case - Front I/O USB Type-C Port - Quick-Release Tempered Glass Side Panel - Black
gl_pc,14700900,0900 Networking,14700911,0911 Routers,B00FB45SI4,777004581285,"ASUS AC1900 WiFi Gaming Router (RT-AC68U) - Dual Band Gigabit Wireless Internet Router, Gaming & Streaming, AiMesh Compatible, Included Lifetime Internet Security, Adaptive QoS, Parental Control"
gl_pc,14700300,0300 Computer Components,14700392,0392 Motherboards,B08ZS3D6JY,195553115254,"ASUS ThunderboltEX 4 with Intel® Thunderbolt™ 4 JHL 8540 Controller, 2 USB Type-C Ports, up to 40Gb/s bi-Directional Bandwidth, DisplayPort 1.4 Support, up to 100W Quick Charge."
gl_pc,14701000,1000 Inputs,14701004,1004 Computer Headsets and Mics,B08G8WH435,196188049488,"HyperX QuadCast S – RGB USB Condenser Microphone for PC, PS4, PS5 and Mac, Anti-Vibration Shock Mount, 4 Polar Patterns, Pop Filter, Gain Control, Gaming, Streaming, Podcasts, Twitch, YouTube, Discord"
gl_pc,14701400,1400 Laptop Accessories,14701405,1405 Laptop Carrying Cases & Style,B0979Q8PDQ,840056140141,"ZAGG - Pro Keys Wireless Keyboard with Trackpad and Detachable Case - Compatible with The Apple iPad 9th Gen 10.2"", iPad 10.2"" Pro - Charcoal"
gl_pc,14700300,0300 Computer Components,14700392,0392 Motherboards,B09CC1RBH9,195553368339,"ASUS Prime B560M-A AC Intel B560 (LGA1200) mATX motherboard,PCIe 4.0,two M.2slots, 8powerstages,1GbLAN,DisplayPort,dual HDMI, rear USB 3.2Gen 2Type-C, Wi-Fi5 module on board, AuraSync, Addressable RGB"
gl_wireless,10700400,0400 Wireless Unlocked Phones,10700410,0410 Unlocked Phones,B099BNWMZR,,32GB Space Gray
gl_electronics,2304400,4400 Other Audio Components,2304410,4410 Misc Audio Components,B014M8Z942,68888759496,"Pyle Wireless Bluetooth Power Amplifier System 300W 4 Channel Home Theater Audio Stereo Sound Receiver Box Entertainment w/ USB, RCA, 3.5mm AUX, LED, Remote for Speaker, PA, Studio- PT390BTU,BLACK"
gl_pc,14700300,0300 Computer Components,14700315,0315 Graphics Cards,B0716ZH99K,192876399323,Asus GeForce GT 1030 2GB GDDR5 HDMI DVI Graphics Card (GT1030-2G-CSM)
gl_pc,14700600,0600 Drives,14700603,0603 Optical Drives,B07SZKNRF2,612068424805,"External Bluray DVD Drive, MthsTec USB 3.0 and Type-C Blu-Ray Burner DVD Burner 3D Slim Optical Bluray CD DVD Drive Compatible with Windows XP/7/8/10, MacOS for MacBook, Laptop, Desktop"
gl_electronics,2304100,4100 Audio Speakers,2304110,4110 Audio Speakers,B077M291GV,47323713811,"iLive 5.1 Home Theater System with Bluetooth, Wall Mountable, 26 Inch Speaker with 4 Satellite Speakers (IHTB138B),Black"
gl_home_improvement,,,6080120,80120 Security and Intrusion Monitoring,B00ICSOCRE,,Universal Security Instruments 1204 Wire-In Smoke Alarm with Battery Backup (4 Pack)
gl_pc,14700600,0600 Drives,14700604,0604 External Hard Disk Drives,B07X41PWTY,718037871899,"WD 5TB Elements Portable External Hard Drive, USB 3.0, Compatible with PC, Mac, PS4 & Xbox - WDBU6Y0050BBK-WESN"
gl_pc,14700600,0600 Drives,14700604,0604 External Hard Disk Drives,B07VS8QCXC,763649138168,"Seagate Portable 5TB External Hard Drive HDD – USB 3.0 for PC, Mac, PS4, & Xbox - 1-Year Rescue Service (STGX5000400), Black"
gl_pc,14700500,0500 Monitors,14700510,0510 LCD Monitors,B097NWD3TL,195174010778,"LG 24MP400-B 24” Full HD (1920 x 1080) IPS Monitor with 3-Side Virtually Borderless Design, AMD FreeSync and OnScreen Control – Black"
gl_pc,14701000,1000 Inputs,14701001,1001 Keyboards,B08M6GMT6T,840056133495,"ZAGG Pro Keys Detachable Case and Wireless Keyboard for Apple iPad Air 10.9, Multi-Device Bluetooth Pairing, Backlit Laptop-Style Keys, Apple Pencil Holder, 6.6ft Drop Protection, Lightweight Design"
gl_pc,14701000,1000 Inputs,14701001,1001 Keyboards,B07DHNX18W,814855020720,Razer Huntsman Elite Gaming Keyboard: Fast Keyboard Switches - Clicky Optical Switches - Chroma RGB Lighting - Magnetic Plush Wrist Rest - Dedicated Media Keys & Dial - Classic Black
gl_pc,14700300,0300 Computer Components,14700394,0394 Power Supply,B07JG5M5TW,843368056377,"EVGA SuperNOVA 650 GM, 80 Plus Gold 650W, Fully Modular, ECO Mode with DBB Fan, 7 Year Warranty, Includes Power ON Self Tester, SFX Form Factor, Power Supply 123-GM-0650-Y1"
gl_pc,14700600,0600 Drives,14700606,0606 External Solid State Drives,B09VLK9W3S,887276543901,"SAMSUNG T7 Shield 1TB, Portable SSD, up to 1050MB/s, USB 3.2 Gen2, Rugged, IP65 Rated, for Photographers, Content Creators and Gaming, External Solid State Drive (MU-PE1T0S/AM, 2022), Black"
gl_pc,14700600,0600 Drives,14700606,0606 External Solid State Drives,B09VLJB2DC,887276545639,"SAMSUNG T7 Shield 1TB, Portable SSD, up to 1050MB/s, USB 3.2 Gen2, Rugged, IP65 Rated, for Photographers, Content Creators and Gaming, External Solid State Drive (MU-PE1T0R/AM, 2022), Blue"
gl_pc,14700300,0300 Computer Components,14700392,0392 Motherboards,B09NWFMM9G,195553514446,"ASUS Prime H610M-A D4-CSM LGA 1700(Intel 12th Gen) Micro-ATX Commercial Motherboard (PCIe 4.0, DDR4, 2xM.2 Slots,1Gb LAN, Rear USB 3.2 Gen 2 Ports, DP/HDMI/D-Sub, SPI-TPM Header, ACCE)"
